Az,El,Delta,Deldot,Calendar Date (UTC)
123.791983,5.146372,1.64820838543076,-15.6478134,2026-04-07T03:10:32
123.984802,5.287106,1.64820210984324,-15.6472512,2026-04-07T03:11:32
124.177898,5.427522,1.64819583448219,-15.6466841,2026-04-07T03:12:32
124.371275,5.567616,1.64818955934956,-15.646112,2026-04-07T03:13:32
124.564934,5.707387,1.64818328444737,-15.645535,2026-04-07T03:14:32
124.758876,5.846834,1.64817700977757,-15.6449531,2026-04-07T03:15:32
124.953105,5.985953,1.64817073534216,-15.6443662,2026-04-07T03:16:32
125.14762,6.124743,1.64816446114309,-15.6437745,2026-04-07T03:17:32
125.342426,6.263202,1.64815818718234,-15.6431778,2026-04-07T03:18:32
125.537522,6.401327,1.64815191346185,-15.6425763,2026-04-07T03:19:32
125.732911,6.539117,1.64814563998359,-15.6419699,2026-04-07T03:20:32
125.928595,6.676569,1.64813936674949,-15.6413587,2026-04-07T03:21:32
126.124576,6.813681,1.64813309376151,-15.6407426,2026-04-07T03:22:32
126.320855,6.950452,1.64812682102157,-15.6401217,2026-04-07T03:23:32
126.517434,7.086879,1.64812054853161,-15.639496,2026-04-07T03:24:32
126.714315,7.222959,1.64811427629359,-15.6388655,2026-04-07T03:25:32
126.911499,7.358692,1.64810800430937,-15.6382302,2026-04-07T03:26:32
127.108988,7.494074,1.64810173258089,-15.6375901,2026-04-07T03:27:32
127.306784,7.629103,1.64809546111007,-15.6369453,2026-04-07T03:28:32
127.504889,7.763778,1.64808918989881,-15.6362958,2026-04-07T03:29:32
127.703304,7.898096,1.64808291894901,-15.6356415,2026-04-07T03:30:32
127.902031,8.032055,1.64807664826256,-15.6349825,2026-04-07T03:31:32
128.101071,8.165653,1.64807037784135,-15.6343188,2026-04-07T03:32:32
128.300426,8.298887,1.64806410768724,-15.6336504,2026-04-07T03:33:32
128.500099,8.431756,1.64805783780215,-15.6329774,2026-04-07T03:34:32
128.700089,8.564257,1.64805156818791,-15.6322997,2026-04-07T03:35:32
128.9004,8.696388,1.6480452988464,-15.6316173,2026-04-07T03:36:32
129.101031,8.828147,1.64803902977949,-15.6309304,2026-04-07T03:37:32
129.301986,8.959531,1.64803276098901,-15.6302388,2026-04-07T03:38:32
129.503266,9.090539,1.64802649247683,-15.6295426,2026-04-07T03:39:32
129.704872,9.221168,1.64802022424476,-15.6288418,2026-04-07T03:40:32
129.906805,9.351416,1.64801395629467,-15.6281365,2026-04-07T03:41:32
130.109067,9.48128,1.64800768862837,-15.6274266,2026-04-07T03:42:32
130.31166,9.610759,1.64800142124768,-15.6267122,2026-04-07T03:43:32
130.514585,9.739851,1.64799515415442,-15.6259933,2026-04-07T03:44:32
130.717843,9.868552,1.6479888873504,-15.6252698,2026-04-07T03:45:32
130.921436,9.996861,1.64798262083744,-15.6245419,2026-04-07T03:46:32
131.125366,10.124775,1.64797635461731,-15.6238095,2026-04-07T03:47:32
131.329633,10.252292,1.64797008869183,-15.6230726,2026-04-07T03:48:32
131.534239,10.37941,1.64796382306276,-15.6223313,2026-04-07T03:49:32
131.739186,10.506127,1.6479575577319,-15.6215855,2026-04-07T03:50:32
131.944474,10.63244,1.64795129270101,-15.6208354,2026-04-07T03:51:32
132.150106,10.758347,1.64794502797186,-15.6200808,2026-04-07T03:52:32
132.356081,10.883846,1.6479387635462,-15.6193219,2026-04-07T03:53:32
132.562403,11.008934,1.64793249942582,-15.6185586,2026-04-07T03:54:32
132.769071,11.133609,1.64792623561242,-15.6177909,2026-04-07T03:55:32
132.976088,11.257869,1.64791997210777,-15.6170189,2026-04-07T03:56:32
133.183454,11.381712,1.6479137089136,-15.6162426,2026-04-07T03:57:32
133.39117,11.505134,1.64790744603163,-15.615462,2026-04-07T03:58:32
133.599239,11.628134,1.64790118346359,-15.6146771,2026-04-07T03:59:32
133.80766,11.75071,1.64789492121119,-15.613888,2026-04-07T04:00:32
134.016435,11.872859,1.64788865927615,-15.6130946,2026-04-07T04:01:32
134.225566,11.994578,1.64788239766013,-15.612297,2026-04-07T04:02:32
134.435053,12.115866,1.64787613636488,-15.6114951,2026-04-07T04:03:32
134.644897,12.23672,1.64786987539205,-15.6106891,2026-04-07T04:04:32
134.8551,12.357137,1.64786361474333,-15.6098788,2026-04-07T04:05:32
135.065662,12.477116,1.6478573544204,-15.6090644,2026-04-07T04:06:32
135.276585,12.596654,1.64785109442492,-15.6082459,2026-04-07T04:07:32
135.48787,12.715748,1.64784483475855,-15.6074232,2026-04-07T04:08:32
135.699517,12.834396,1.64783857542295,-15.6065964,2026-04-07T04:09:32
135.911527,12.952597,1.64783231641976,-15.6057655,2026-04-07T04:10:32
136.123902,13.070346,1.64782605775063,-15.6049306,2026-04-07T04:11:32
136.336643,13.187643,1.64781979941718,-15.6040916,2026-04-07T04:12:32
136.54975,13.304484,1.64781354142104,-15.6032485,2026-04-07T04:13:32
136.763223,13.420867,1.64780728376382,-15.6024014,2026-04-07T04:14:32
136.977065,13.53679,1.64780102644715,-15.6015503,2026-04-07T04:15:32
137.191275,13.652251,1.64779476947261,-15.6006952,2026-04-07T04:16:32
137.405856,13.767246,1.64778851284181,-15.5998361,2026-04-07T04:17:32
137.620806,13.881774,1.64778225655635,-15.5989731,2026-04-07T04:18:32
137.836127,13.995833,1.64777600061779,-15.5981062,2026-04-07T04:19:32
138.051821,14.109419,1.64776974502771,-15.5972353,2026-04-07T04:20:32
138.267887,14.22253,1.64776348978769,-15.5963605,2026-04-07T04:21:32
138.484326,14.335164,1.64775723489929,-15.5954819,2026-04-07T04:22:32
138.701138,14.447318,1.64775098036405,-15.5945994,2026-04-07T04:23:32
138.918326,14.558991,1.64774472618353,-15.593713,2026-04-07T04:24:32
139.135888,14.670179,1.64773847235925,-15.5928228,2026-04-07T04:25:32
139.353826,14.78088,1.64773221889276,-15.5919288,2026-04-07T04:26:32
139.57214,14.891092,1.64772596578557,-15.591031,2026-04-07T04:27:32
139.790831,15.000812,1.6477197130392,-15.5901295,2026-04-07T04:28:32
140.009899,15.110038,1.64771346065516,-15.5892242,2026-04-07T04:29:32
140.229345,15.218767,1.64770720863495,-15.5883151,2026-04-07T04:30:32
140.449168,15.326997,1.64770095698006,-15.5874024,2026-04-07T04:31:32
140.669371,15.434725,1.64769470569198,-15.5864859,2026-04-07T04:32:32
140.889951,15.54195,1.64768845477219,-15.5855658,2026-04-07T04:33:32
141.110912,15.648668,1.64768220422214,-15.584642,2026-04-07T04:34:32
141.332251,15.754877,1.64767595404332,-15.5837146,2026-04-07T04:35:32
141.553971,15.860574,1.64766970423718,-15.5827836,2026-04-07T04:36:32
141.77607,15.965758,1.64766345480514,-15.581849,2026-04-07T04:37:32
141.99855,16.070426,1.64765720574868,-15.5809108,2026-04-07T04:38:32
142.221411,16.174574,1.64765095706919,-15.579969,2026-04-07T04:39:32
142.444652,16.278202,1.64764470876813,-15.5790237,2026-04-07T04:40:32
142.668273,16.381305,1.6476384608469,-15.5780749,2026-04-07T04:41:32
142.892276,16.483883,1.6476322133069,-15.5771225,2026-04-07T04:42:32
143.11666,16.585932,1.64762596614954,-15.5761667,2026-04-07T04:43:32
143.341425,16.687449,1.64761971937621,-15.5752075,2026-04-07T04:44:32
143.566571,16.788434,1.64761347298829,-15.5742448,2026-04-07T04:45:32
143.792097,16.888882,1.64760722698717,-15.5732786,2026-04-07T04:46:32
144.018005,16.988791,1.64760098137419,-15.5723091,2026-04-07T04:47:32
144.244294,17.08816,1.64759473615074,-15.5713362,2026-04-07T04:48:32
144.470964,17.186985,1.64758849131815,-15.5703599,2026-04-07T04:49:32
144.698014,17.285265,1.64758224687777,-15.5693803,2026-04-07T04:50:32
144.925445,17.382996,1.64757600283095,-15.5683974,2026-04-07T04:51:32
145.153256,17.480176,1.647569759179,-15.5674112,2026-04-07T04:52:32
145.381448,17.576803,1.64756351592324,-15.5664216,2026-04-07T04:53:32
145.610019,17.672874,1.64755727306498,-15.5654289,2026-04-07T04:54:32
145.838969,17.768388,1.64755103060554,-15.5644329,2026-04-07T04:55:32
146.068299,17.86334,1.6475447885462,-15.5634336,2026-04-07T04:56:32
146.298007,17.95773,1.64753854688825,-15.5624312,2026-04-07T04:57:32
146.528094,18.051553,1.64753230563296,-15.5614256,2026-04-07T04:58:32
146.758559,18.144809,1.64752606478161,-15.5604169,2026-04-07T04:59:32
146.989401,18.237495,1.64751982433546,-15.559405,2026-04-07T05:00:32
147.22062,18.329608,1.64751358429576,-15.55839,2026-04-07T05:01:32
147.452215,18.421145,1.64750734466375,-15.5573719,2026-04-07T05:02:32
147.684186,18.512105,1.64750110544067,-15.5563508,2026-04-07T05:03:32
147.916533,18.602485,1.64749486662774,-15.5553265,2026-04-07T05:04:32
148.149253,18.692282,1.6474886282262,-15.5542993,2026-04-07T05:05:32
148.382348,18.781494,1.64748239023725,-15.5532691,2026-04-07T05:06:32
148.615815,18.870119,1.64747615266208,-15.5522358,2026-04-07T05:07:32
148.849655,18.958154,1.6474699155019,-15.5511996,2026-04-07T05:08:32
149.083867,19.045597,1.64746367875789,-15.5501605,2026-04-07T05:09:32
149.318448,19.132445,1.64745744243122,-15.5491184,2026-04-07T05:10:32
149.5534,19.218696,1.64745120652306,-15.5480734,2026-04-07T05:11:32
149.788721,19.304348,1.64744497103458,-15.5470256,2026-04-07T05:12:32
150.024409,19.389398,1.6474387359669,-15.5459749,2026-04-07T05:13:32
150.260465,19.473844,1.6474325013212,-15.5449214,2026-04-07T05:14:32
150.496886,19.557684,1.6474262670986,-15.543865,2026-04-07T05:15:32
150.733672,19.640914,1.64742003330022,-15.5428058,2026-04-07T05:16:32
150.970822,19.723534,1.64741379992717,-15.5417439,2026-04-07T05:17:32
151.208334,19.805539,1.64740756698056,-15.5406793,2026-04-07T05:18:32
151.446208,19.886929,1.6474013344615,-15.5396119,2026-04-07T05:19:32
151.684442,19.967701,1.64739510237107,-15.5385418,2026-04-07T05:20:32
151.923034,20.047852,1.64738887071034,-15.537469,2026-04-07T05:21:32
152.161985,20.12738,1.64738263948041,-15.5363935,2026-04-07T05:22:32
152.401291,20.206283,1.64737640868231,-15.5353155,2026-04-07T05:23:32
152.640953,20.284558,1.64737017831712,-15.5342348,2026-04-07T05:24:32
152.880968,20.362203,1.64736394838587,-15.5331515,2026-04-07T05:25:32
153.121335,20.439216,1.64735771888959,-15.5320656,2026-04-07T05:26:32
153.362052,20.515595,1.64735148982933,-15.5309772,2026-04-07T05:27:32
153.603119,20.591337,1.6473452612061,-15.5298863,2026-04-07T05:28:32
153.844533,20.666441,1.64733903302089,-15.5287928,2026-04-07T05:29:32
154.086293,20.740903,1.64733280527472,-15.5276969,2026-04-07T05:30:32
154.328397,20.814721,1.64732657796858,-15.5265985,2026-04-07T05:31:32
154.570843,20.887894,1.64732035110344,-15.5254977,2026-04-07T05:32:32
154.81363,20.960419,1.64731412468028,-15.5243944,2026-04-07T05:33:32
155.056756,21.032294,1.64730789870007,-15.5232888,2026-04-07T05:34:32
155.30022,21.103516,1.64730167316375,-15.5221808,2026-04-07T05:35:32
155.544018,21.174085,1.64729544807228,-15.5210705,2026-04-07T05:36:32
155.78815,21.243996,1.64728922342659,-15.5199578,2026-04-07T05:37:32
156.032614,21.313249,1.64728299922762,-15.5188428,2026-04-07T05:38:32
156.277407,21.38184,1.64727677547627,-15.5177256,2026-04-07T05:39:32
156.522528,21.449769,1.64727055217344,-15.5166061,2026-04-07T05:40:32
156.767974,21.517032,1.64726432932007,-15.5154843,2026-04-07T05:41:32
157.013743,21.583628,1.64725810691701,-15.5143604,2026-04-07T05:42:32
157.259834,21.649555,1.64725188496515,-15.5132343,2026-04-07T05:43:32
157.506244,21.71481,1.64724566346538,-15.512106,2026-04-07T05:44:32
157.752971,21.779391,1.64723944241856,-15.5109755,2026-04-07T05:45:32
158.000012,21.843296,1.64723322182553,-15.509843,2026-04-07T05:46:32
158.247366,21.906524,1.64722700168714,-15.5087083,2026-04-07T05:47:32
158.49503,21.969072,1.64722078200421,-15.5075716,2026-04-07T05:48:32
158.743001,22.030939,1.64721456277759,-15.5064329,2026-04-07T05:49:32
158.991278,22.092121,1.64720834400809,-15.5052921,2026-04-07T05:50:32
159.239858,22.152618,1.64720212569652,-15.5041493,2026-04-07T05:51:32
159.488738,22.212427,1.64719590784365,-15.5030045,2026-04-07T05:52:32
159.737915,22.271547,1.6471896904503,-15.5018578,2026-04-07T05:53:32
159.987388,22.329974,1.64718347351724,-15.5007092,2026-04-07T05:54:32
160.237154,22.387709,1.64717725704524,-15.4995586,2026-04-07T05:55:32
160.48721,22.444747,1.64717104103504,-15.4984062,2026-04-07T05:56:32
160.737553,22.501089,1.64716482548742,-15.4972519,2026-04-07T05:57:32
160.988181,22.556731,1.6471586104031,-15.4960958,2026-04-07T05:58:32
161.239091,22.611672,1.64715239578282,-15.4949379,2026-04-07T05:59:32
161.49028,22.66591,1.64714618162729,-15.4937781,2026-04-07T06:00:32
161.741745,22.719444,1.64713996793724,-15.4926166,2026-04-07T06:01:32
161.993484,22.772271,1.64713375471337,-15.4914534,2026-04-07T06:02:32
162.245493,22.824389,1.64712754195637,-15.4902885,2026-04-07T06:03:32
162.49777,22.875798,1.64712132966691,-15.4891218,2026-04-07T06:04:32
162.750312,22.926495,1.64711511784569,-15.4879535,2026-04-07T06:05:32
163.003115,22.976478,1.64710890649334,-15.4867836,2026-04-07T06:06:32
163.256177,23.025746,1.64710269561054,-15.485612,2026-04-07T06:07:32
163.509494,23.074297,1.64709648519795,-15.4844388,2026-04-07T06:08:32
163.763064,23.122129,1.64709027525617,-15.4832641,2026-04-07T06:09:32
164.016883,23.169241,1.64708406578584,-15.4820878,2026-04-07T06:10:32
164.270948,23.215631,1.64707785678759,-15.48091,2026-04-07T06:11:32
164.525256,23.261298,1.647071648262,-15.4797307,2026-04-07T06:12:32
164.779803,23.306239,1.6470654402097,-15.4785499,2026-04-07T06:13:32
165.034587,23.350454,1.64705923263125,-15.4773676,2026-04-07T06:14:32
165.289604,23.393941,1.64705302552723,-15.4761839,2026-04-07T06:15:32
165.54485,23.436698,1.64704681889823,-15.4749989,2026-04-07T06:16:32
165.800323,23.478724,1.64704061274479,-15.4738124,2026-04-07T06:17:32
166.056019,23.520017,1.64703440706745,-15.4726246,2026-04-07T06:18:32
166.311933,23.560576,1.64702820186677,-15.4714355,2026-04-07T06:19:32
166.568064,23.600399,1.64702199714328,-15.470245,2026-04-07T06:20:32
166.824407,23.639486,1.64701579289747,-15.4690533,2026-04-07T06:21:32
167.080959,23.677834,1.64700958912988,-15.4678603,2026-04-07T06:22:32
167.337717,23.715442,1.647003385841,-15.466666,2026-04-07T06:23:32
167.594676,23.752309,1.64699718303131,-15.4654706,2026-04-07T06:24:32
167.851833,23.788434,1.6469909807013,-15.464274,2026-04-07T06:25:32
168.109184,23.823815,1.64698477885145,-15.4630762,2026-04-07T06:26:32
168.366726,23.858451,1.64697857748219,-15.4618773,2026-04-07T06:27:32
168.624455,23.892341,1.64697237659401,-15.4606773,2026-04-07T06:28:32
168.882367,23.925483,1.64696617618732,-15.4594761,2026-04-07T06:29:32
169.140458,23.957877,1.64695997626256,-15.458274,2026-04-07T06:30:32
169.398726,23.989521,1.64695377682017,-15.4570707,2026-04-07T06:31:32
169.657164,24.020415,1.64694757786053,-15.4558665,2026-04-07T06:32:32
169.915771,24.050556,1.64694137938406,-15.4546613,2026-04-07T06:33:32
170.174542,24.079943,1.64693518139116,-15.4534551,2026-04-07T06:34:32
170.433473,24.108577,1.64692898388218,-15.452248,2026-04-07T06:35:32
170.69256,24.136455,1.64692278685752,-15.4510399,2026-04-07T06:36:32
170.9518,24.163578,1.64691659031754,-15.449831,2026-04-07T06:37:32
171.211187,24.189942,1.64691039426258,-15.4486212,2026-04-07T06:38:32
171.470719,24.215549,1.646904198693,-15.4474106,2026-04-07T06:39:32
171.730392,24.240396,1.64689800360911,-15.4461991,2026-04-07T06:40:32
171.9902,24.264483,1.64689180901124,-15.4449869,2026-04-07T06:41:32
172.250141,24.28781,1.64688561489971,-15.4437739,2026-04-07T06:42:32
172.510209,24.310374,1.64687942127482,-15.4425601,2026-04-07T06:43:32
172.770402,24.332176,1.64687322813686,-15.4413457,2026-04-07T06:44:32
173.030715,24.353214,1.64686703548611,-15.4401305,2026-04-07T06:45:32
173.291143,24.373488,1.64686084332285,-15.4389147,2026-04-07T06:46:32
173.551682,24.392996,1.64685465164733,-15.4376982,2026-04-07T06:47:32
173.812329,24.41174,1.64684846045982,-15.4364811,2026-04-07T06:48:32
174.07308,24.429716,1.64684226976057,-15.4352634,2026-04-07T06:49:32
174.333929,24.446926,1.64683607954978,-15.4340452,2026-04-07T06:50:32
174.594873,24.463368,1.64682988982769,-15.4328264,2026-04-07T06:51:32
174.855907,24.479041,1.64682370059452,-15.4316071,2026-04-07T06:52:32
175.117028,24.493945,1.64681751185046,-15.4303873,2026-04-07T06:53:32
175.37823,24.50808,1.64681132359571,-15.429167,2026-04-07T06:54:32
175.63951,24.521445,1.64680513583045,-15.4279463,2026-04-07T06:55:32
175.900864,24.53404,1.64679894855486,-15.4267251,2026-04-07T06:56:32
176.162287,24.545863,1.6467927617691,-15.4255036,2026-04-07T06:57:32
176.423774,24.556915,1.64678657547331,-15.4242817,2026-04-07T06:58:32
176.685322,24.567195,1.64678038966765,-15.4230594,2026-04-07T06:59:32
176.946926,24.576703,1.64677420435225,-15.4218369,2026-04-07T07:00:32
177.208582,24.585438,1.64676801952723,-15.420614,2026-04-07T07:01:32
177.470285,24.5934,1.6467618351927,-15.4193909,2026-04-07T07:02:32
177.732031,24.600589,1.64675565134877,-15.4181675,2026-04-07T07:03:32
177.993816,24.607004,1.64674946799553,-15.4169439,2026-04-07T07:04:32
178.255636,24.612646,1.64674328513306,-15.4157201,2026-04-07T07:05:32
178.517485,24.617514,1.64673710276144,-15.4144962,2026-04-07T07:06:32
178.77936,24.621608,1.64673092088072,-15.4132721,2026-04-07T07:07:32
179.041255,24.624927,1.64672473949096,-15.4120479,2026-04-07T07:08:32
179.303168,24.627472,1.64671855859221,-15.4108235,2026-04-07T07:09:32
179.565093,24.629242,1.6467123781845,-15.4095992,2026-04-07T07:10:32
179.827026,24.630238,1.64670619826784,-15.4083747,2026-04-07T07:11:32
180.088963,24.630459,1.64670001884226,-15.4071503,2026-04-07T07:12:32
180.350899,24.629906,1.64669383990775,-15.4059258,2026-04-07T07:13:32
180.61283,24.628578,1.64668766146431,-15.4047014,2026-04-07T07:14:32
180.874751,24.626475,1.64668148351193,-15.4034771,2026-04-07T07:15:32
181.136658,24.623598,1.64667530605056,-15.4022528,2026-04-07T07:16:32
181.398547,24.619947,1.64666912908019,-15.4010286,2026-04-07T07:17:32
181.660413,24.615521,1.64666295260075,-15.3998046,2026-04-07T07:18:32
181.922252,24.610322,1.6466567766122,-15.3985807,2026-04-07T07:19:32
182.184059,24.604348,1.64665060111445,-15.397357,2026-04-07T07:20:32
182.44583,24.597601,1.64664442610745,-15.3961335,2026-04-07T07:21:32
182.707562,24.59008,1.64663825159109,-15.3949102,2026-04-07T07:22:32
182.969248,24.581787,1.6466320775653,-15.3936872,2026-04-07T07:23:32
183.230886,24.57272,1.64662590402994,-15.3924645,2026-04-07T07:24:32
183.49247,24.562881,1.64661973098492,-15.391242,2026-04-07T07:25:32
183.753996,24.55227,1.64661355843009,-15.3900199,2026-04-07T07:26:32
184.015461,24.540888,1.64660738636533,-15.3887982,2026-04-07T07:27:32
184.276859,24.528734,1.64660121479048,-15.3875768,2026-04-07T07:28:32
184.538187,24.515809,1.64659504370539,-15.3863559,2026-04-07T07:29:32
184.799439,24.502114,1.6465888731099,-15.3851353,2026-04-07T07:30:32
185.060613,24.487649,1.64658270300381,-15.3839153,2026-04-07T07:31:32
185.321703,24.472415,1.64657653338696,-15.3826957,2026-04-07T07:32:32
185.582705,24.456413,1.64657036425913,-15.3814766,2026-04-07T07:33:32
185.843615,24.439642,1.64656419562012,-15.380258,2026-04-07T07:34:32
186.104429,24.422103,1.64655802746973,-15.37904,2026-04-07T07:35:32
186.365142,24.403798,1.64655185980771,-15.3778226,2026-04-07T07:36:32
186.625751,24.384727,1.64654569263382,-15.3766058,2026-04-07T07:37:32
186.886251,24.36489,1.64653952594784,-15.3753896,2026-04-07T07:38:32
187.146638,24.344289,1.64653335974948,-15.374174,2026-04-07T07:39:32
187.406908,24.322924,1.64652719403849,-15.3729592,2026-04-07T07:40:32
187.667056,24.300795,1.64652102881461,-15.371745,2026-04-07T07:41:32
187.927079,24.277905,1.64651486407752,-15.3705316,2026-04-07T07:42:32
188.186973,24.254253,1.64650869982694,-15.3693189,2026-04-07T07:43:32
188.446733,24.22984,1.64650253606256,-15.368107,2026-04-07T07:44:32
188.706355,24.204667,1.64649637278407,-15.3668959,2026-04-07T07:45:32
188.965836,24.178736,1.64649020999113,-15.3656856,2026-04-07T07:46:32
189.22517,24.152047,1.64648404768341,-15.3644762,2026-04-07T07:47:32
189.484356,24.124602,1.64647788586057,-15.3632676,2026-04-07T07:48:32
189.743387,24.0964,1.64647172452225,-15.36206,2026-04-07T07:49:32
190.002261,24.067443,1.64646556366808,-15.3608533,2026-04-07T07:50:32
190.260974,24.037733,1.64645940329768,-15.3596475,2026-04-07T07:51:32
190.519521,24.00727,1.64645324341067,-15.3584427,2026-04-07T07:52:32
190.777899,23.976056,1.64644708400666,-15.3572389,2026-04-07T07:53:32
191.036103,23.944091,1.64644092508524,-15.3560362,2026-04-07T07:54:32
191.294131,23.911377,1.64643476664598,-15.3548344,2026-04-07T07:55:32
191.551978,23.877915,1.64642860868848,-15.3536338,2026-04-07T07:56:32
191.809641,23.843706,1.64642245121228,-15.3524342,2026-04-07T07:57:32
192.067115,23.808752,1.64641629421695,-15.3512358,2026-04-07T07:58:32
192.324397,23.773053,1.64641013770203,-15.3500385,2026-04-07T07:59:32
192.581484,23.736611,1.64640398166706,-15.3488424,2026-04-07T08:00:32
192.838372,23.699427,1.64639782611156,-15.3476475,2026-04-07T08:01:32
193.095056,23.661502,1.64639167103504,-15.3464538,2026-04-07T08:02:32
193.351534,23.622839,1.64638551643702,-15.3452614,2026-04-07T08:03:32
193.607802,23.583438,1.64637936231698,-15.3440702,2026-04-07T08:04:32
193.863857,23.5433,1.64637320867442,-15.3428803,2026-04-07T08:05:32
194.119694,23.502428,1.64636705550881,-15.3416917,2026-04-07T08:06:32
194.375311,23.460822,1.64636090281962,-15.3405045,2026-04-07T08:07:32
194.630704,23.418484,1.6463547506063,-15.3393186,2026-04-07T08:08:32
194.88587,23.375416,1.64634859886831,-15.3381342,2026-04-07T08:09:32
195.140804,23.331619,1.64634244760508,-15.3369511,2026-04-07T08:10:32
195.395505,23.287094,1.64633629681603,-15.3357695,2026-04-07T08:11:32
195.649968,23.241843,1.64633014650059,-15.3345893,2026-04-07T08:12:32
195.904191,23.195868,1.64632399665816,-15.3334107,2026-04-07T08:13:32
196.158169,23.14917,1.64631784728814,-15.3322335,2026-04-07T08:14:32
196.411901,23.101751,1.64631169838993,-15.3310579,2026-04-07T08:15:32
196.665382,23.053613,1.64630554996289,-15.3298838,2026-04-07T08:16:32
196.91861,23.004756,1.64629940200641,-15.3287114,2026-04-07T08:17:32
197.171581,22.955184,1.64629325451983,-15.3275405,2026-04-07T08:18:32
197.424293,22.904897,1.64628710750252,-15.3263713,2026-04-07T08:19:32
197.676742,22.853897,1.64628096095381,-15.3252037,2026-04-07T08:20:32
197.928926,22.802187,1.64627481487303,-15.3240378,2026-04-07T08:21:32
198.180841,22.749767,1.64626866925952,-15.3228736,2026-04-07T08:22:32
198.432484,22.696639,1.64626252411256,-15.3217111,2026-04-07T08:23:32
198.683853,22.642806,1.64625637943148,-15.3205504,2026-04-07T08:24:32
198.934945,22.588269,1.64625023521557,-15.3193914,2026-04-07T08:25:32
199.185757,22.53303,1.64624409146409,-15.3182343,2026-04-07T08:26:32
199.436287,22.477091,1.64623794817634,-15.3170789,2026-04-07T08:27:32
199.68653,22.420453,1.64623180535158,-15.3159255,2026-04-07T08:28:32
199.936486,22.363119,1.64622566298906,-15.3147738,2026-04-07T08:29:32
200.18615,22.305091,1.64621952108803,-15.3136241,2026-04-07T08:30:32
200.435522,22.24637,1.64621337964771,-15.3124763,2026-04-07T08:31:32
200.684597,22.186958,1.64620723866734,-15.3113304,2026-04-07T08:32:32
200.933373,22.126857,1.64620109814614,-15.3101865,2026-04-07T08:33:32
