JDTDB,Calendar Date (TDB),delta-T,X,Y,Z,VX,VY,VZ,Calendar Date (UTC)
2460808.543020833, A.D. 2025-May-13 01:01:57.0000,69.185287,-18076392.57662045,339658659.0310024,168343913.7003026,-18.5948575308694,2.982912581339224,-1.871144972006188,2025-05-13T01:00:47.814654
2460808.543715278, A.D. 2025-May-13 01:02:57.0000,69.185287,-18077508.25785461,339658838.0026531,168343801.4318928,-18.59485501248725,2.982863338696415,-1.871169373636604,2025-05-13T01:01:47.814731
2460808.544409722, A.D. 2025-May-13 01:03:57.0000,69.185287,-18078623.93893767,339659016.9713491,168343689.162019,-18.5948524939466,2.982814096090513,-1.871193775219616,2025-05-13T01:02:47.814687
2460808.545104166, A.D. 2025-May-13 01:04:57.0000,69.185287,-18079739.61986742,339659195.9370904,168343576.8906812,-18.59484997524746,2.982764853521615,-1.871218176755174,2025-05-13T01:03:47.814643
2460808.545798611, A.D. 2025-May-13 01:05:57.0000,69.185287,-18080855.30064823,339659374.8998774,168343464.6178792,-18.59484745638982,2.982715610989527,-1.871242578243377,2025-05-13T01:04:47.814680
2460808.546493056, A.D. 2025-May-13 01:06:57.0000,69.185287,-18081970.98127938,339659553.8597103,168343352.343613,-18.59484493737368,2.982666368494283,-1.871266979684207,2025-05-13T01:05:47.814757
2460808.5471875, A.D. 2025-May-13 01:07:57.0000,69.185287,-18083086.66175792,339659732.8165883,168343240.0678828,-18.59484241819905,2.982617126036011,-1.8712913810776,2025-05-13T01:06:47.814713
2460808.547881945, A.D. 2025-May-13 01:08:57.0000,69.185287,-18084202.3420853,339659911.7705118,168343127.7906885,-18.59483989886592,2.982567883614648,-1.871315782423588,2025-05-13T01:07:47.814749
2460808.548576389, A.D. 2025-May-13 01:09:57.0000,69.185287,-18085318.02225933,339660090.7214804,168343015.5120305,-18.5948373793743,2.982518641230291,-1.871340183722123,2025-05-13T01:08:47.814706
2460808.549270833, A.D. 2025-May-13 01:10:57.0000,69.185287,-18086433.70228438,339660269.6694949,168342903.2319081,-18.59483485972418,2.982469398882746,-1.8713645849733,2025-05-13T01:09:47.814662
2460808.549965278, A.D. 2025-May-13 01:11:57.0000,69.185287,-18087549.3821597,339660448.6145551,168342790.9503215,-18.59483233991556,2.982420156572046,-1.871388986177105,2025-05-13T01:10:47.814699
2460808.550659722, A.D. 2025-May-13 01:12:57.0000,69.185287,-18088665.06188238,339660627.5566605,168342678.667271,-18.59482981994845,2.982370914298321,-1.871413387333472,2025-05-13T01:11:47.814695
2460808.551354167, A.D. 2025-May-13 01:13:57.0000,69.185286,-18089780.74145385,339660806.4958115,168342566.3827564,-18.59482729982285,2.982321672061506,-1.871437788442434,2025-05-13T01:12:47.814732
2460808.552048611, A.D. 2025-May-13 01:14:57.0000,69.185286,-18090896.42087192,339660985.4320076,168342454.0967781,-18.59482477953876,2.982272429861699,-1.871462189503942,2025-05-13T01:13:47.814688
2460808.552743055, A.D. 2025-May-13 01:15:57.0000,69.185286,-18092012.10014242,339661164.3652498,168342341.8093353,-18.59482225909617,2.982223187698643,-1.871486590518124,2025-05-13T01:14:47.814644
2460808.5534375, A.D. 2025-May-13 01:16:57.0000,69.185286,-18093127.77926023,339661343.2955372,168342229.5204285,-18.59481973849509,2.982173945572562,-1.871510991484868,2025-05-13T01:15:47.814681
2460808.554131945, A.D. 2025-May-13 01:17:57.0000,69.185286,-18094243.4582268,339661522.2228701,168342117.2300579,-18.59481721773552,2.982124703483394,-1.871535392404207,2025-05-13T01:16:47.814758
2460808.554826389, A.D. 2025-May-13 01:18:57.0000,69.185286,-18095359.13703993,339661701.1472481,168342004.9382233,-18.59481469681746,2.982075461431234,-1.871559793276091,2025-05-13T01:17:47.814714
2460808.555520833, A.D. 2025-May-13 01:19:57.0000,69.185286,-18096474.81570399,339661880.0686721,168341892.6449244,-18.59481217574091,2.982026219415891,-1.871584194100617,2025-05-13T01:18:47.814670
2460808.556215278, A.D. 2025-May-13 01:20:57.0000,69.185286,-18097590.49421825,339662058.9871417,168341780.3501615,-18.59480965450586,2.981976977437396,-1.871608594877769,2025-05-13T01:19:47.814707
2460808.556909722, A.D. 2025-May-13 01:21:57.0000,69.185286,-18098706.17257977,339662237.9026567,168341668.0539346,-18.59480713311232,2.98192773549588,-1.871632995607482,2025-05-13T01:20:47.814663
2460808.557604167, A.D. 2025-May-13 01:22:57.0000,69.185286,-18099821.85079,339662416.8152172,168341555.7562437,-18.5948046115603,2.981878493591278,-1.871657396289788,2025-05-13T01:21:47.814740
2460808.558298611, A.D. 2025-May-13 01:23:57.0000,69.185286,-18100937.52884674,339662595.7248228,168341443.4570889,-18.59480208984979,2.981829251723687,-1.87168179692464,2025-05-13T01:22:47.814696
2460808.558993055, A.D. 2025-May-13 01:24:57.0000,69.185286,-18102053.20675584,339662774.6314746,168341331.1564698,-18.59479956798078,2.98178000989285,-1.871706197512165,2025-05-13T01:23:47.814652
2460808.5596875, A.D. 2025-May-13 01:25:57.0000,69.185286,-18103168.88451215,339662953.5351715,168341218.8543869,-18.59479704595329,2.981730768098993,-1.871730598052251,2025-05-13T01:24:47.814689
2460808.560381944, A.D. 2025-May-13 01:26:57.0000,69.185286,-18104284.56211714,339663132.435914,168341106.5508399,-18.59479452376731,2.981681526342051,-1.87175499854493,2025-05-13T01:25:47.814645
2460808.561076389, A.D. 2025-May-13 01:27:57.0000,69.185286,-18105400.2395686,339663311.3337018,168340994.2458291,-18.59479200142284,2.981632284622121,-1.871779398990153,2025-05-13T01:26:47.814722
2460808.561770834, A.D. 2025-May-13 01:28:57.0000,69.185286,-18106515.91687237,339663490.2285356,168340881.9393539,-18.59478947891989,2.981583042938948,-1.871803799388049,2025-05-13T01:27:47.814758
2460808.562465278, A.D. 2025-May-13 01:29:57.0000,69.185286,-18107631.59402332,339663669.1204147,168340769.6314149,-18.59478695625844,2.981533801292755,-1.871828199738506,2025-05-13T01:28:47.814715
2460808.563159722, A.D. 2025-May-13 01:30:57.0000,69.185286,-18108747.27102292,339663848.0093393,168340657.3220118,-18.59478443343852,2.98148455968348,-1.871852600041555,2025-05-13T01:29:47.814671
2460808.563854167, A.D. 2025-May-13 01:31:57.0000,69.185286,-18109862.94786968,339664026.8953093,168340545.0111449,-18.59478191046011,2.981435318111186,-1.871877000297164,2025-05-13T01:30:47.814707
2460808.564548611, A.D. 2025-May-13 01:32:57.0000,69.185286,-18110978.62456651,339664205.7783249,168340432.6988139,-18.5947793873232,2.981386076575747,-1.871901400505398,2025-05-13T01:31:47.814704
2460808.565243056, A.D. 2025-May-13 01:33:57.0000,69.185286,-18112094.30111343,339664384.6583864,168340320.3850187,-18.59477686402782,2.981336835077161,-1.871925800666255,2025-05-13T01:32:47.814741
2460808.5659375, A.D. 2025-May-13 01:34:57.0000,69.185286,-18113209.97750747,339664563.5354932,168340208.0697596,-18.59477434057395,2.981287593615559,-1.871950200779672,2025-05-13T01:33:47.814697
2460808.566631944, A.D. 2025-May-13 01:35:57.0000,69.185286,-18114325.65374791,339664742.4096451,168340095.7530369,-18.5947718169616,2.981238352190973,-1.871974600845634,2025-05-13T01:34:47.814653
2460808.567326389, A.D. 2025-May-13 01:36:57.0000,69.185286,-18115441.32984059,339664921.2808432,168339983.4348497,-18.59476929319076,2.981189110803145,-1.871999000864266,2025-05-13T01:35:47.814690
2460808.568020833, A.D. 2025-May-13 01:37:57.0000,69.185286,-18116557.00578037,339665100.1490866,168339871.1151987,-18.59476676926144,2.981139869452301,-1.872023400835459,2025-05-13T01:36:47.814686
2460808.568715278, A.D. 2025-May-13 01:38:57.0000,69.185286,-18117672.68156872,339665279.0143756,168339758.7940837,-18.59476424517364,2.981090628138378,-1.872047800759243,2025-05-13T01:37:47.814723
2460808.569409722, A.D. 2025-May-13 01:39:57.0000,69.185286,-18118788.35720343,339665457.8767097,168339646.471505,-18.59476172092736,2.981041386861472,-1.87207220063557,2025-05-13T01:38:47.814679
2460808.570104167, A.D. 2025-May-13 01:40:57.0000,69.185286,-18119904.03269032,339665636.73609,168339534.1474618,-18.59475919652258,2.980992145621327,-1.872096600464568,2025-05-13T01:39:47.814716
2460808.570798611, A.D. 2025-May-13 01:41:57.0000,69.185286,-18121019.7080243,339665815.5925156,168339421.8219549,-18.59475667195933,2.980942904418168,-1.872121000246125,2025-05-13T01:40:47.814672
2460808.571493056, A.D. 2025-May-13 01:42:57.0000,69.185286,-18122135.38320679,339665994.4459867,168339309.494984,-18.5947541472376,2.98089366325193,-1.872145399980274,2025-05-13T01:41:47.814749
2460808.5721875, A.D. 2025-May-13 01:43:57.0000,69.185286,-18123251.05823561,339666173.2965032,168339197.1665494,-18.5947516223574,2.980844422122712,-1.872169799666965,2025-05-13T01:42:47.814705
2460808.572881944, A.D. 2025-May-13 01:44:57.0000,69.185286,-18124366.73311658,339666352.1440656,168339084.8366504,-18.5947490973187,2.980795181030255,-1.872194199306326,2025-05-13T01:43:47.814661
2460808.573576389, A.D. 2025-May-13 01:45:57.0000,69.185286,-18125482.40784458,339666530.9886734,168338972.5052876,-18.59474657212153,2.980745939974786,-1.872218598898247,2025-05-13T01:44:47.814698
2460808.574270833, A.D. 2025-May-13 01:46:57.0000,69.185286,-18126598.08241889,339666709.8303266,168338860.1724611,-18.59474404676589,2.980696698956338,-1.87224299844271,2025-05-13T01:45:47.814654
2460808.574965278, A.D. 2025-May-13 01:47:57.0000,69.185286,-18127713.75684531,339666888.6690257,168338747.8381702,-18.59474152125175,2.980647457974651,-1.872267397939843,2025-05-13T01:46:47.814731
2460808.575659722, A.D. 2025-May-13 01:48:57.0000,69.185286,-18128829.43111875,339667067.5047703,168338635.5024155,-18.59473899557914,2.980598217029954,-1.872291797389534,2025-05-13T01:47:47.814687
2460808.576354166, A.D. 2025-May-13 01:49:57.0000,69.185286,-18129945.10524063,339667246.3375604,168338523.1651969,-18.59473646974805,2.980548976122182,-1.872316196791816,2025-05-13T01:48:47.814643
2460808.577048611, A.D. 2025-May-13 01:50:57.0000,69.185286,-18131060.77920878,339667425.1673957,168338410.8265146,-18.5947339437585,2.980499735251432,-1.872340596146639,2025-05-13T01:49:47.814680
2460808.577743056, A.D. 2025-May-13 01:51:57.0000,69.185286,-18132176.45302901,339667603.9942772,168338298.4863679,-18.59473141761045,2.980450494417445,-1.872364995454132,2025-05-13T01:50:47.814757
2460808.5784375, A.D. 2025-May-13 01:52:57.0000,69.185286,-18133292.12669621,339667782.818204,168338186.1447574,-18.59472889130393,2.98040125362045,-1.872389394714183,2025-05-13T01:51:47.814713
2460808.579131945, A.D. 2025-May-13 01:53:57.0000,69.185286,-18134407.80020964,339667961.6391761,168338073.8016833,-18.59472636483894,2.980352012860477,-1.872413793926776,2025-05-13T01:52:47.814749
2460808.579826389, A.D. 2025-May-13 01:54:57.0000,69.185286,-18135523.47357512,339668140.4571943,168337961.4571448,-18.59472383821547,2.98030277213727,-1.872438193092038,2025-05-13T01:53:47.814706
2460808.580520833, A.D. 2025-May-13 01:55:57.0000,69.185286,-18136639.14678755,339668319.2722579,168337849.1111425,-18.59472131143352,2.980253531451055,-1.872462592209856,2025-05-13T01:54:47.814662
2460808.581215278, A.D. 2025-May-13 01:56:57.0000,69.185286,-18137754.81984618,339668498.0843667,168337736.7636765,-18.5947187844931,2.980204290801863,-1.872486991280217,2025-05-13T01:55:47.814699
2460808.581909722, A.D. 2025-May-13 01:57:57.0000,69.185286,-18138870.49275537,339668676.8935215,168337624.4147464,-18.5947162573942,2.980155050189504,-1.872511390303215,2025-05-13T01:56:47.814695
2460808.582604167, A.D. 2025-May-13 01:58:57.0000,69.185286,-18139986.16551439,339668855.6997221,168337512.0643522,-18.59471373013683,2.980105809614007,-1.872535789278833,2025-05-13T01:57:47.814732
2460808.583298611, A.D. 2025-May-13 01:59:57.0000,69.185286,-18141101.83812033,339669034.502968,168337399.7124942,-18.59471120272099,2.980056569075505,-1.872560188207008,2025-05-13T01:58:47.814688
2460808.583993055, A.D. 2025-May-13 02:00:57.0000,69.185286,-18142217.51057241,339669213.3032592,168337287.3591725,-18.59470867514667,2.980007328574027,-1.872584587087725,2025-05-13T01:59:47.814644
2460808.5846875, A.D. 2025-May-13 02:01:57.0000,69.185286,-18143333.18287649,339669392.1005965,168337175.0043865,-18.59470614741388,2.979958088109319,-1.872608985921109,2025-05-13T02:00:47.814681
2460808.585381945, A.D. 2025-May-13 02:02:57.0000,69.185286,-18144448.85502745,339669570.8949793,168337062.6481368,-18.59470361952261,2.979908847681604,-1.87263338470705,2025-05-13T02:01:47.814758
2460808.586076389, A.D. 2025-May-13 02:03:57.0000,69.185286,-18145564.52702453,339669749.6864073,168336950.2904234,-18.59470109147288,2.979859607290917,-1.872657783445532,2025-05-13T02:02:47.814714
2460808.586770833, A.D. 2025-May-13 02:04:57.0000,69.185286,-18146680.19887359,339669928.4748815,168336837.9312457,-18.59469856326467,2.979810366937,-1.872682182136682,2025-05-13T02:03:47.814670
2460808.587465278, A.D. 2025-May-13 02:05:57.0000,69.185286,-18147795.87056948,339670107.260401,168336725.5706041,-18.59469603489799,2.979761126620077,-1.872706580780388,2025-05-13T02:04:47.814707
2460808.588159722, A.D. 2025-May-13 02:06:57.0000,69.185286,-18148911.54211148,339670286.0429658,168336613.208499,-18.59469350637285,2.979711886340184,-1.872730979376634,2025-05-13T02:05:47.814663
2460808.588854167, A.D. 2025-May-13 02:07:57.0000,69.185286,-18150027.21350542,339670464.8225769,168336500.8449296,-18.59469097768922,2.979662646097061,-1.872755377925548,2025-05-13T02:06:47.814740
2460808.589548611, A.D. 2025-May-13 02:08:57.0000,69.185286,-18151142.88474617,339670643.5992332,168336388.4798964,-18.59468844884713,2.979613405890934,-1.872779776427017,2025-05-13T02:07:47.814696
2460808.590243055, A.D. 2025-May-13 02:09:57.0000,69.185286,-18152258.55583299,339670822.3729349,168336276.1133996,-18.59468591984657,2.979564165721837,-1.872804174881026,2025-05-13T02:08:47.814652
2460808.5909375, A.D. 2025-May-13 02:10:57.0000,69.185286,-18153374.22677173,339671001.1436827,168336163.7454385,-18.59468339068754,2.979514925589512,-1.872828573287703,2025-05-13T02:09:47.814689
2460808.591631944, A.D. 2025-May-13 02:11:57.0000,69.185286,-18154489.89755725,339671179.9114759,168336051.3760136,-18.59468086137004,2.979465685494184,-1.872852971646935,2025-05-13T02:10:47.814645
2460808.592326389, A.D. 2025-May-13 02:12:57.0000,69.185286,-18155605.56818881,339671358.6763145,168335939.0051251,-18.59467833189408,2.979416445435888,-1.872877369958707,2025-05-13T02:11:47.814722
2460808.593020834, A.D. 2025-May-13 02:13:57.0000,69.185286,-18156721.23867226,339671537.4381992,168335826.6327723,-18.59467580225964,2.979367205414365,-1.872901768223145,2025-05-13T02:12:47.814758
2460808.593715278, A.D. 2025-May-13 02:14:57.0000,69.185286,-18157836.90900246,339671716.1971293,168335714.2589558,-18.59467327246674,2.97931796542984,-1.872926166440138,2025-05-13T02:13:47.814715
2460808.594409722, A.D. 2025-May-13 02:15:57.0000,69.185286,-18158952.57917868,339671894.9531047,168335601.8836757,-18.59467074251537,2.979268725482347,-1.872950564609671,2025-05-13T02:14:47.814671
2460808.595104167, A.D. 2025-May-13 02:16:57.0000,69.185286,-18160068.24920749,339672073.7061265,168335489.5069312,-18.59466821240553,2.979219485571597,-1.872974962731886,2025-05-13T02:15:47.814707
2460808.595798611, A.D. 2025-May-13 02:17:57.0000,69.185286,-18161183.9190823,339672252.4561934,168335377.1287231,-18.59466568213723,2.979170245697879,-1.87299936080664,2025-05-13T02:16:47.814704
2460808.596493056, A.D. 2025-May-13 02:18:57.0000,69.185286,-18162299.58880309,339672431.2033057,168335264.7490513,-18.59466315171047,2.979121005861194,-1.873023758833932,2025-05-13T02:17:47.814741
2460808.5971875, A.D. 2025-May-13 02:19:57.0000,69.185286,-18163415.2583757,339672609.9474642,168335152.3679153,-18.59466062112524,2.979071766061285,-1.873048156813891,2025-05-13T02:18:47.814697
2460808.597881944, A.D. 2025-May-13 02:20:57.0000,69.185286,-18164530.92779282,339672788.6886678,168335039.9853158,-18.59465809038154,2.979022526298473,-1.873072554746356,2025-05-13T02:19:47.814653
2460808.598576389, A.D. 2025-May-13 02:21:57.0000,69.185286,-18165646.59706176,339672967.4269176,168334927.601252,-18.59465555947938,2.978973286572439,-1.873096952631487,2025-05-13T02:20:47.814690
2460808.599270833, A.D. 2025-May-13 02:22:57.0000,69.185286,-18166762.26617737,339673146.1622128,168334815.2157246,-18.59465302841875,2.978924046883406,-1.873121350469172,2025-05-13T02:21:47.814686
2460808.599965278, A.D. 2025-May-13 02:23:57.0000,69.185286,-18167877.93513892,339673324.8945533,168334702.8287335,-18.59465049719966,2.978874807231408,-1.873145748259395,2025-05-13T02:22:47.814723
2460808.600659722, A.D. 2025-May-13 02:24:57.0000,69.185286,-18168993.60395225,339673503.6239401,168334590.4402782,-18.59464796582211,2.978825567616187,-1.873170146002284,2025-05-13T02:23:47.814679
2460808.601354167, A.D. 2025-May-13 02:25:57.0000,69.185286,-18170109.27261223,339673682.3503723,168334478.0503592,-18.59464543428609,2.97877632803797,-1.873194543697727,2025-05-13T02:24:47.814716
2460808.602048611, A.D. 2025-May-13 02:26:57.0000,69.185286,-18171224.94111812,339673861.0738496,168334365.6589766,-18.59464290259162,2.97872708849679,-1.873218941345708,2025-05-13T02:25:47.814672
2460808.602743056, A.D. 2025-May-13 02:27:57.0000,69.185286,-18172340.60947576,339674039.7943733,168334253.2661297,-18.59464037073868,2.978677848992388,-1.873243338946353,2025-05-13T02:26:47.814749
2460808.6034375, A.D. 2025-May-13 02:28:57.0000,69.185286,-18173456.27768003,339674218.5119425,168334140.8718192,-18.59463783872727,2.978628609524991,-1.873267736499552,2025-05-13T02:27:47.814705
2460808.604131944, A.D. 2025-May-13 02:29:57.0000,69.185286,-18174571.94573018,339674397.2265569,168334028.476045,-18.59463530655741,2.978579370094631,-1.873292134005288,2025-05-13T02:28:47.814661
2460808.604826389, A.D. 2025-May-13 02:30:57.0000,69.185286,-18175687.61363205,339674575.9382175,168333916.0788067,-18.59463277422909,2.978530130701051,-1.873316531463689,2025-05-13T02:29:47.814698
2460808.605520833, A.D. 2025-May-13 02:31:57.0000,69.185286,-18176803.28137833,339674754.6469233,168333803.6801048,-18.59463024174231,2.978480891344573,-1.873340928874595,2025-05-13T02:30:47.814654
2460808.606215278, A.D. 2025-May-13 02:32:57.0000,69.185286,-18177918.9489763,339674933.3526753,168333691.2799388,-18.59462770909706,2.978431652024876,-1.873365326238166,2025-05-13T02:31:47.814731
2460808.606909722, A.D. 2025-May-13 02:33:57.0000,69.185286,-18179034.61642085,339675112.0554727,168333578.8783091,-18.59462517629337,2.978382412742186,-1.87338972355429,2025-05-13T02:32:47.814687
2460808.607604166, A.D. 2025-May-13 02:34:57.0000,69.185286,-18180150.28371123,339675290.7553155,168333466.4752158,-18.59462264333121,2.978333173496535,-1.87341412082295,2025-05-13T02:33:47.814643
2460808.608298611, A.D. 2025-May-13 02:35:57.0000,69.185285,-18181265.9508533,339675469.4522045,168333354.0706583,-18.59462011021058,2.978283934287666,-1.873438518044275,2025-05-13T02:34:47.814680
2460808.608993056, A.D. 2025-May-13 02:36:57.0000,69.185285,-18182381.61783971,339675648.1461387,168333241.6646373,-18.59461757693151,2.978234695115901,-1.873462915218104,2025-05-13T02:35:47.814757
2460808.6096875, A.D. 2025-May-13 02:37:57.0000,69.185285,-18183497.28467778,339675826.837119,168333129.2571522,-18.59461504349397,2.978185455980919,-1.873487312344597,2025-05-13T02:36:47.814713
2460808.610381945, A.D. 2025-May-13 02:38:57.0000,69.185285,-18184612.95136238,339676005.5251448,168333016.8482034,-18.59461250989798,2.978136216882946,-1.873511709423642,2025-05-13T02:37:47.814749
2460808.611076389, A.D. 2025-May-13 02:39:57.0000,69.185285,-18185728.61789276,339676184.2102159,168332904.437791,-18.59460997614354,2.978086977822014,-1.873536106455223,2025-05-13T02:38:47.814706
2460808.611770833, A.D. 2025-May-13 02:40:57.0000,69.185285,-18186844.28427478,339676362.8923334,168332792.0259145,-18.59460744223063,2.978037738797865,-1.873560503439468,2025-05-13T02:39:47.814662
2460808.612465278, A.D. 2025-May-13 02:41:57.0000,69.185285,-18187959.95050109,339676541.5714958,168332679.6125745,-18.59460490815927,2.977988499810824,-1.873584900376217,2025-05-13T02:40:47.814699
2460808.613159722, A.D. 2025-May-13 02:42:57.0000,69.185285,-18189075.61657902,339676720.2477046,168332567.1977703,-18.59460237392945,2.977939260860566,-1.87360929726563,2025-05-13T02:41:47.814695
2460808.613854167, A.D. 2025-May-13 02:43:57.0000,69.185285,-18190191.28250343,339676898.920959,168332454.7815025,-18.59459983954118,2.977890021947319,-1.873633694107594,2025-05-13T02:42:47.814732
2460808.614548611, A.D. 2025-May-13 02:44:57.0000,69.185285,-18191306.94827357,339677077.5912586,168332342.3637711,-18.59459730499446,2.977840783071116,-1.873658090902093,2025-05-13T02:43:47.814688
2460808.615243055, A.D. 2025-May-13 02:45:57.0000,69.185285,-18192422.6138953,339677256.2586044,168332229.9445755,-18.59459477028928,2.977791544231699,-1.873682487649255,2025-05-13T02:44:47.814644
2460808.6159375, A.D. 2025-May-13 02:46:57.0000,69.185285,-18193538.27936129,339677434.9229954,168332117.5239166,-18.59459223542565,2.97774230542939,-1.873706884348921,2025-05-13T02:45:47.814681
2460808.616631945, A.D. 2025-May-13 02:47:57.0000,69.185285,-18194653.94467883,339677613.5844326,168332005.1017934,-18.59458970040356,2.977693066663867,-1.873731281001249,2025-05-13T02:46:47.814758
2460808.617326389, A.D. 2025-May-13 02:48:57.0000,69.185285,-18195769.60984281,339677792.2429153,168331892.6782067,-18.59458716522301,2.977643827935358,-1.873755677606129,2025-05-13T02:47:47.814714
