JDTDB,Calendar Date (TDB),delta-T,X,Y,Z,VX,VY,VZ,Calendar Date (UTC)
2461136.60900463, A.D. 2026-Apr-06 02:36:58.0000,69.185633,-144479014.1760223,-38787573.66404431,-16830713.49276439,7.548653625792596,-27.51728942348972,-12.75371861278399,2026-04-06T02:35:48.814389
2461136.609699074, A.D. 2026-Apr-06 02:37:58.0000,69.185633,-144478560.1283103,-38789223.10758904,-16831480.58212996,7.586804903820086,-27.464072803706,-12.81544324464398,2026-04-06T02:36:48.814386
2461136.610393519, A.D. 2026-Apr-06 02:38:58.0000,69.185633,-144478103.7078581,-38790869.30270348,-16832251.26722445,7.627721475160144,-27.40902637348362,-12.87354620168973,2026-04-06T02:37:48.814422
2461136.611087963, A.D. 2026-Apr-06 02:39:58.0000,69.185633,-144477644.7525972,-38792512.14443258,-16833025.32583577,7.671274613195803,-27.35231371888645,-12.92786146727277,2026-04-06T02:38:48.814378
2461136.611782407, A.D. 2026-Apr-06 02:40:58.0000,69.185633,-144477183.1084369,-38794151.53865237,-16833802.5257697,7.717324368291404,-27.29413544012124,-12.97822949524692,2026-04-06T02:39:48.814335
2461136.612476852, A.D. 2026-Apr-06 02:41:58.0000,69.185633,-144476718.6301163,-38795787.4036496,-16834582.62645419,7.76571814314514,-27.23469177254288,-13.02453158435746,2026-04-06T02:40:48.814371
2461136.613171296, A.D. 2026-Apr-06 02:42:58.0000,69.185633,-144476251.181715,-38797419.66818272,-16835365.3807628,7.816298796222291,-27.17413168258462,-13.06665879378681,2026-04-06T02:41:48.814368
2461136.613865741, A.D. 2026-Apr-06 02:43:58.0000,69.185633,-144475780.6365827,-38799048.26989773,-16836150.53430052,7.868912965294913,-27.11261985807045,-13.10447859487562,2026-04-06T02:42:48.814404
2461136.614560185, A.D. 2026-Apr-06 02:44:58.0000,69.185633,-144475306.8776832,-38800673.15806837,-16836937.8251709,7.92339290369202,-27.0503714965778,-13.13788510809736,2026-04-06T02:43:48.814360
2461136.615254629, A.D. 2026-Apr-06 02:45:58.0000,69.185633,-144474829.7981658,-38802294.29473105,-16837726.98660176,7.979569016709408,-26.9875880850611,-13.16681551909232,2026-04-06T02:44:48.814317
2461136.615949074, A.D. 2026-Apr-06 02:46:58.0000,69.185633,-144474349.301384,-38803911.65322049,-16838517.74820129,8.037268463552527,-26.92445033582682,-13.19120778487516,2026-04-06T02:45:48.814353
2461136.616643519, A.D. 2026-Apr-06 02:47:58.0000,69.185633,-144473865.3013956,-38805525.21782103,-16839309.83603728,8.096308733028115,-26.86114311842295,-13.21101111543979,2026-04-06T02:46:48.814430
2461136.617337963, A.D. 2026-Apr-06 02:48:58.0000,69.185633,-144473377.723133,-38807134.98381893,-16840102.97385338,8.156511953876462,-26.7978462718621,-13.22619710981053,2026-04-06T02:47:48.814386
2461136.618032407, A.D. 2026-Apr-06 02:49:58.0000,69.185633,-144472886.5019768,-38808740.95710897,-16840896.88385532,8.217704849048346,-26.73473693323274,-13.23673979838121,2026-04-06T02:48:48.814343
2461136.618726852, A.D. 2026-Apr-06 02:50:58.0000,69.185633,-144472391.5841142,-38810343.15455879,-16841691.28690969,8.279700007382784,-26.6720025744339,-13.24262650323692,2026-04-06T02:49:48.814379
2461136.619421296, A.D. 2026-Apr-06 02:51:58.0000,69.185633,-144471892.9269305,-38811941.60407996,-16842485.90400517,8.342315696629347,-26.60982096392004,-13.24387055377549,2026-04-06T02:50:48.814335
2461136.620115741, A.D. 2026-Apr-06 02:52:58.0000,69.185633,-144471390.498481,-38813536.34395632,-16843280.45705931,8.405374490626443,-26.54836265237639,-13.24048782623522,2026-04-06T02:51:48.814412
2461136.620810185, A.D. 2026-Apr-06 02:53:58.0000,69.185633,-144470884.2777677,-38815127.42286426,-16844074.66912439,8.468688248391377,-26.48780538980163,-13.23250454792407,2026-04-06T02:52:48.814369
2461136.621504629, A.D. 2026-Apr-06 02:54:58.0000,69.185633,-144470374.2550763,-38816714.9001146,-16844868.26577935,8.532074431296868,-26.42831982772767,-13.21997813382427,2026-04-06T02:53:48.814325
2461136.622199074, A.D. 2026-Apr-06 02:55:58.0000,69.185633,-144469860.4310586,-38818298.84455944,-16845660.9762852,8.595367388454344,-26.37005620749713,-13.20296871654086,2026-04-06T02:54:48.814361
2461136.622893518, A.D. 2026-Apr-06 02:56:58.0000,69.185633,-144469342.8163359,-38819879.33406436,-16846452.53331308,8.658397280751855,-26.31316853556156,-13.18153224821674,2026-04-06T02:55:48.814318
2461136.623587963, A.D. 2026-Apr-06 02:57:58.0000,69.185633,-144468821.4320338,-38821456.456025,-16847242.67340255,8.720986881125711,-26.25781677836459,-13.15574521712374,2026-04-06T02:56:48.814394
2461136.624282408, A.D. 2026-Apr-06 02:58:58.0000,69.185633,-144468296.3097156,-38823030.30716376,-16848031.13814455,8.782963840572899,-26.20415319899434,-13.12569673761992,2026-04-06T02:57:48.814431
2461136.624976852, A.D. 2026-Apr-06 02:59:58.0000,69.185633,-144467767.4914323,-38824600.99311014,-16848817.67503208,8.844152790290163,-26.15231823076692,-13.09149589394568,2026-04-06T02:58:48.814387
2461136.625671296, A.D. 2026-Apr-06 03:00:58.0000,69.185633,-144467235.0294878,-38826168.62732112,-16849602.03828511,8.904387574528071,-26.10243697123582,-13.05325417488302,2026-04-06T02:59:48.814344
2461136.626365741, A.D. 2026-Apr-06 03:01:58.0000,69.185633,-144466698.9859451,-38827733.33096289,-16850383.98884259,8.963508609540495,-26.05464274391516,-13.01108710199878,2026-04-06T03:00:48.814380
2461136.627060185, A.D. 2026-Apr-06 03:02:58.0000,69.185633,-144466159.4322963,-38829295.23322493,-16851163.29516107,9.021361554895893,-26.0090647721969,-12.96513031534608,2026-04-06T03:01:48.814377
2461136.62775463, A.D. 2026-Apr-06 03:03:58.0000,69.185633,-144465616.4491379,-38830854.47050159,-16851939.73405474,9.0777954742591,-25.96581620170603,-12.91552359242097,2026-04-06T03:02:48.814413
2461136.628449074, A.D. 2026-Apr-06 03:04:58.0000,69.185633,-144465070.1262456,-38832411.18586616,-16852713.09085306,9.13265611316314,-25.92500748561236,-12.8624137968262,2026-04-06T03:03:48.814369
2461136.629143518, A.D. 2026-Apr-06 03:05:58.0000,69.185633,-144464520.5625156,-38833965.52892432,-16853483.16022131,9.185795549296676,-25.88674421623962,-12.80596614640087,2026-04-06T03:04:48.814326
2461136.629837963, A.D. 2026-Apr-06 03:06:58.0000,69.185633,-144463967.865239,-38835517.6551738,-16854249.74718293,9.237083086719675,-25.85111630959006,-12.74635739490177,2026-04-06T03:05:48.814362
2461136.630532407, A.D. 2026-Apr-06 03:07:58.0000,69.185633,-144463412.1491315,-38837067.72506959,-16855012.667156,9.28639900804267,-25.81820081320046,-12.6837549416418,2026-04-06T03:06:48.814359
2461136.631226852, A.D. 2026-Apr-06 03:08:58.0000,69.185633,-144462853.536173,-38838615.90364371,-16855771.74540525,9.33361988747642,-25.78807462881639,-12.61832362794871,2026-04-06T03:07:48.814395
2461136.631921296, A.D. 2026-Apr-06 03:09:58.0000,69.185633,-144462292.1557637,-38840162.3604937,-16856526.81745189,9.378623635225107,-25.7608122492529,-12.55024088997139,2026-04-06T03:08:48.814352
2461136.632615741, A.D. 2026-Apr-06 03:10:58.0000,69.185633,-144461728.1444405,-38841707.26955216,-16857277.7298288,9.42129462234144,-25.73648273142991,-12.47969630971373,2026-04-06T03:09:48.814388
2461136.633310185, A.D. 2026-Apr-06 03:11:58.0000,69.185633,-144461161.6454345,-38843250.80854923,-16858024.34073141,9.461525595701298,-25.71514295966382,-12.40688752920974,2026-04-06T03:10:48.814344
2461136.63400463, A.D. 2026-Apr-06 03:12:58.0000,69.185633,-144460592.8081574,-38844793.15831682,-16858766.52026596,9.499217633368342,-25.69684078258128,-12.33201364413638,2026-04-06T03:11:48.814421
2461136.634699074, A.D. 2026-Apr-06 03:13:58.0000,69.185633,-144460021.7877643,-38846334.50240281,-16859504.15053764,9.534277704879838,-25.68161883486556,-12.255276065819,2026-04-06T03:12:48.814377
2461136.635393518, A.D. 2026-Apr-06 03:14:58.0000,69.185633,-144459448.7448566,-38847875.02668648,-16860237.12588033,9.566617644268414,-25.66951146626606,-12.17688114820549,2026-04-06T03:13:48.814334
2461136.636087963, A.D. 2026-Apr-06 03:15:58.0000,69.185633,-144458873.8450837,-38849414.91881596,-16860965.35312591,9.596157867222738,-25.66054362221068,-12.09703832649581,2026-04-06T03:14:48.814370
2461136.636782407, A.D. 2026-Apr-06 03:16:58.0000,69.185633,-144458297.2586244,-38850954.3677381,-16861688.75167716,9.622826232042023,-25.65473426329363,-12.01595762561917,2026-04-06T03:15:48.814327
2461136.637476852, A.D. 2026-Apr-06 03:17:58.0000,69.185633,-144457719.1598475,-38852493.56335705,-16862407.25367702,9.646555391476815,-25.65209566449682,-11.93385439321865,2026-04-06T03:16:48.814403
2461136.638171296, A.D. 2026-Apr-06 03:18:58.0000,69.185633,-144457139.7269235,-38854032.6960116,-16863120.80437185,9.667286936086679,-25.65262935499097,-11.85094911512387,2026-04-06T03:17:48.814360
2461136.638865741, A.D. 2026-Apr-06 03:19:58.0000,69.185633,-144456559.1411573,-38855571.95577099,-16863829.36214726,9.684974723589347,-25.65632592850229,-11.76745740810305,2026-04-06T03:18:48.814396
2461136.639560185, A.D. 2026-Apr-06 03:20:58.0000,69.185633,-144455977.5863816,-38857111.53204929,-16864532.89804158,9.699579056146401,-25.6631743438005,-11.68358636563095,2026-04-06T03:19:48.814352
2461136.64025463, A.D. 2026-Apr-06 03:21:58.0000,69.185633,-144455395.2487876,-38858651.61366098,-16865231.39556847,9.711060859621126,-25.67316505420257,-11.5995472701429,2026-04-06T03:20:48.814389
2461136.640949074, A.D. 2026-Apr-06 03:22:58.0000,69.185633,-144454812.3168502,-38860192.38864005,-16865924.8512531,9.719384069089838,-25.6862794738046,-11.51556230772836,2026-04-06T03:21:48.814386
2461136.641643519, A.D. 2026-Apr-06 03:23:58.0000,69.185633,-144454228.9809133,-38861734.04344899,-16866613.27513899,9.724523614084607,-25.70248380651088,-11.43185788174179,2026-04-06T03:22:48.814422
2461136.642337963, A.D. 2026-Apr-06 03:24:58.0000,69.185633,-144453645.4324816,-38863276.76218427,-16867296.69069038,9.726464572234802,-25.72173451493537,-11.3486542636861,2026-04-06T03:23:48.814378
2461136.643032407, A.D. 2026-Apr-06 03:25:58.0000,69.185633,-144453061.863834,-38864820.72618038,-16867975.13447442,9.725195838374727,-25.74398319821772,-11.26616940752063,2026-04-06T03:24:48.814335
2461136.643726852, A.D. 2026-Apr-06 03:26:58.0000,69.185633,-144452478.4676926,-38866366.1136983,-16868648.65622659,9.720715087826132,-25.76917513064416,-11.1846240053799,2026-04-06T03:25:48.814371
2461136.644421296, A.D. 2026-Apr-06 03:27:58.0000,69.185633,-144451895.436526,-38867913.09948748,-16869317.31887028,9.713033199564542,-25.79724883771421,-11.10423616815564,2026-04-06T03:26:48.814368
2461136.645115741, A.D. 2026-Apr-06 03:28:58.0000,69.185633,-144451312.9618246,-38869461.85447614,-16869981.19825118,9.702170642241297,-25.82813790906468,-11.02521780821482,2026-04-06T03:27:48.814404
2461136.645810185, A.D. 2026-Apr-06 03:29:58.0000,69.185633,-144450731.23377,-38871012.54548045,-16870640.38268265,9.688148956719491,-25.86177287611689,-10.94777365364267,2026-04-06T03:28:48.814360
2461136.646504629, A.D. 2026-Apr-06 03:30:58.0000,69.185633,-144450150.4413575,-38872565.33503743,-16871294.97292809,9.670987764368402,-25.89807811658494,-10.87211717014603,2026-04-06T03:29:48.814317
2461136.647199074, A.D. 2026-Apr-06 03:31:58.0000,69.185633,-144449570.7720184,-38874120.38058966,-16871945.08298505,9.650722724022376,-25.93695757957154,-10.7984729973665,2026-04-06T03:30:48.814353
2461136.647893519, A.D. 2026-Apr-06 03:32:58.0000,69.185633,-144448992.4103667,-38875677.8332173,-16872590.83988047,9.627409559407106,-25.97829934673745,-10.72704566919053,2026-04-06T03:31:48.814430
2461136.648587963, A.D. 2026-Apr-06 03:33:58.0000,69.185633,-144448415.537613,-38877237.83746976,-16873232.38223706,9.601103861990296,-26.02199928656721,-10.65802260359809,2026-04-06T03:32:48.814386
2461136.649282407, A.D. 2026-Apr-06 03:34:58.0000,69.185633,-144447840.3315877,-38878800.53169986,-16873869.86009951,9.571865128730295,-26.06795141331566,-10.59159797445799,2026-04-06T03:33:48.814343
2461136.649976852, A.D. 2026-Apr-06 03:35:58.0000,69.185633,-144447266.9661742,-38880366.04747821,-16874503.43512768,9.539765500982854,-26.1160358532731,-10.52796137774025,2026-04-06T03:34:48.814379
2461136.650671296, A.D. 2026-Apr-06 03:36:58.0000,69.185633,-144446695.6107008,-38881934.50901268,-16875133.27991549,9.504882941345521,-26.16612891000827,-10.46728858022368,2026-04-06T03:35:48.814335
2461136.651365741, A.D. 2026-Apr-06 03:37:58.0000,69.185633,-144446126.42975,-38883506.03307119,-16875759.57748454,9.467298164215617,-26.21810563606178,-10.40975343626637,2026-04-06T03:36:48.814412
2461136.652060185, A.D. 2026-Apr-06 03:38:58.0000,69.185633,-144445559.582862,-38885080.72869202,-16876382.5214087,9.427100200856817,-26.27183163845297,-10.35553345443388,2026-04-06T03:37:48.814369
2461136.652754629, A.D. 2026-Apr-06 03:39:58.0000,69.185633,-144444995.2237329,-38886658.69651212,-16877002.31574202,9.3843946149462,-26.32716248529178,-10.3047971936042,2026-04-06T03:38:48.814325
2461136.653449074, A.D. 2026-Apr-06 03:40:58.0000,69.185633,-144444433.4995174,-38888240.02836365,-16877619.17407979,9.339291558823895,-26.38394995624687,-10.25769488328535,2026-04-06T03:39:48.814361
2461136.654143518, A.D. 2026-Apr-06 03:41:58.0000,69.185633,-144443874.5507467,-38889824.80717722,-16878233.31877995,9.291903002382952,-26.44204524523708,-10.21437099950818,2026-04-06T03:40:48.814318
2461136.654837963, A.D. 2026-Apr-06 03:42:58.0000,69.185633,-144443318.5108668,-38891413.10676952,-16878844.98084505,9.242354240887341,-26.50129238635934,-10.17496677382721,2026-04-06T03:41:48.814394
2461136.655532408, A.D. 2026-Apr-06 03:43:58.0000,69.185633,-144442765.5055589,-38893004.99141625,-16879454.39932471,9.190776868723525,-26.56153006045101,-10.1396097070994,2026-04-06T03:42:48.814431
2461136.656226852, A.D. 2026-Apr-06 03:44:58.0000,69.185633,-144442215.6524395,-38894600.51558721,-16880061.82065616,9.13730919526162,-26.62259276885048,-10.10841822952925,2026-04-06T03:43:48.814387
2461136.656921296, A.D. 2026-Apr-06 03:45:58.0000,69.185633,-144441669.0606109,-38896199.72372999,-16880667.49798678,9.08209582499324,-26.68431226800978,-10.08149725427123,2026-04-06T03:44:48.814344
2461136.657615741, A.D. 2026-Apr-06 03:46:58.0000,69.185633,-144441125.8304174,-38897802.65019094,-16881271.69038386,9.025283359053741,-26.74652056375868,-10.05894024377424,2026-04-06T03:45:48.814380
2461136.658310185, A.D. 2026-Apr-06 03:47:58.0000,69.185633,-144440586.0533924,-38899409.31918052,-16881874.66241464,8.96702017538841,-26.80904549615869,-10.04083800943324,2026-04-06T03:46:48.814377
2461136.65900463, A.D. 2026-Apr-06 03:48:58.0000,69.185633,-144440049.8118123,-38901019.74423894,-16882476.68390825,8.907467875211228,-26.87170468994283,-10.02727269058719,2026-04-06T03:47:48.814413
2461136.659699074, A.D. 2026-Apr-06 03:49:58.0000,69.185633,-144439517.1778851,-38902633.92788414,-16883078.02906524,8.846798461328445,-26.93431411198894,-10.01830744650403,2026-04-06T03:48:48.814369
2461136.660393518, A.D. 2026-Apr-06 03:50:58.0000,69.185633,-144438988.2134258,-38904251.86161808,-16883678.97541696,8.785186270227644,-26.99668972668878,-10.01399129371922,2026-04-06T03:49:48.814326
2461136.661087963, A.D. 2026-Apr-06 03:51:58.0000,69.185633,-144438462.9696651,-38905873.52576504,-16884279.8029744,8.722809403095464,-27.05864339470141,-10.0143563003606,2026-04-06T03:50:48.814362
2461136.661782407, A.D. 2026-Apr-06 03:52:58.0000,69.185633,-144437941.4871906,-38907498.88940962,-16884880.79313195,8.659843836705875,-27.11998942782523,-10.01941833971882,2026-04-06T03:51:48.814359
2461136.662476852, A.D. 2026-Apr-06 03:53:58.0000,69.185633,-144437423.7960067,-38909127.91059045,-16885482.22797987,8.596468110074362,-27.18054480383282,-10.02918486483592,2026-04-06T03:52:48.814395
2461136.663171296, A.D. 2026-Apr-06 03:54:58.0000,69.185633,-144436909.9151492,-38910760.53642747,-16886084.38968087,8.532868811190731,-27.24012933309092,-10.04364958562526,2026-04-06T03:53:48.814352
2461136.663865741, A.D. 2026-Apr-06 03:55:58.0000,69.185633,-144436399.8524494,-38912396.70336983,-16886687.55958583,8.469231240197612,-27.29856607534549,-10.06279299978359,2026-04-06T03:54:48.814388
2461136.664560185, A.D. 2026-Apr-06 03:56:58.0000,69.185633,-144435893.6046337,-38914036.33714471,-16887292.01759227,8.405742038111402,-27.35567478353719,-10.08658535814937,2026-04-06T03:55:48.814344
2461136.66525463, A.D. 2026-Apr-06 03:57:58.0000,69.185633,-144435391.1570739,-38915679.35274603,-16887898.04143022,8.342592866167704,-27.41127876968319,-10.11498544284939,2026-04-06T03:56:48.814421
2461136.665949074, A.D. 2026-Apr-06 03:58:58.0000,69.185633,-144434892.483424,-38917325.65447838,-16888505.90607814,8.2799833621899,-27.46519547835772,-10.14793982628921,2026-04-06T03:57:48.814377
2461136.666643518, A.D. 2026-Apr-06 03:59:58.0000,69.185633,-144434397.5451161,-38918975.13551563,-16889115.88241396,8.218119952756435,-27.5172408253804,-10.18536324285834,2026-04-06T03:58:48.814334
2461136.667337963, A.D. 2026-Apr-06 04:00:58.0000,69.185633,-144433906.2913744,-38920627.67865681,-16889728.23538665,8.15720030791412,-27.56725485616364,-10.22714893924425,2026-04-06T03:59:48.814370
2461136.668032407, A.D. 2026-Apr-06 04:01:58.0000,69.185633,-144433418.659828,-38922283.15747242,-16890343.22357032,8.09741626240317,-27.61508474167972,-10.2731896326867,2026-04-06T04:00:48.814327
2461136.668726852, A.D. 2026-Apr-06 04:02:58.0000,69.185633,-144432934.5765738,-38923941.43622922,-16890961.09856539,8.038959314011162,-27.66057416285017,-10.32335830933522,2026-04-06T04:01:48.814403
2461136.669421296, A.D. 2026-Apr-06 04:03:58.0000,69.185633,-144432453.9564133,-38925602.36992744,-16891582.10369502,7.982012902915903,-27.70357282415877,-10.37750676688064,2026-04-06T04:02:48.814360
2461136.670115741, A.D. 2026-Apr-06 04:04:58.0000,69.185633,-144431976.7035235,-38927265.80513888,-16892206.47307508,7.926748001588892,-27.74395164183762,-10.43547997725436,2026-04-06T04:03:48.814396
2461136.670810185, A.D. 2026-Apr-06 04:05:58.0000,69.185633,-144431502.7121095,-38928931.58109576,-16892834.43186677,7.873328018148982,-27.78158832766642,-10.49713610209883,2026-04-06T04:04:48.814352
2461136.67150463, A.D. 2026-Apr-06 04:06:58.0000,69.185633,-144431031.8663428,-38930599.52894502,-16893466.19668278,7.821926791600488,-27.81633455806362,-10.56232401851449,2026-04-06T04:05:48.814389
2461136.672199074, A.D. 2026-Apr-06 04:07:58.0000,69.185633,-144430564.0395236,-38932269.47072427,-16894101.97381863,7.772730545499817,-27.84804243884162,-10.63084926800942,2026-04-06T04:06:48.814386
2461136.672893519, A.D. 2026-Apr-06 04:08:58.0000,69.185633,-144430099.0938958,-38933941.22040725,-16894741.95688366,7.725918626315235,-27.87659169336601,-10.70248815117276,2026-04-06T04:07:48.814422
2461136.673587963, A.D. 2026-Apr-06 04:09:58.0000,69.185633,-144429636.8813316,-38935614.58534996,-16895386.32569323,7.68165875097526,-27.90187911667254,-10.77700433402563,2026-04-06T04:08:48.814378
2461136.674282407, A.D. 2026-Apr-06 04:10:58.0000,69.185633,-144429177.2439383,-38937289.36707383,-16896035.24506672,7.640104084261969,-27.92381654378119,-10.85413098893213,2026-04-06T04:09:48.814335
2461136.674976852, A.D. 2026-Apr-06 04:11:58.0000,69.185633,-144428720.0160026,-38938965.36286361,-16896688.86339347,7.601360552132896,-27.94235151217509,-10.93359961572609,2026-04-06T04:10:48.814371
2461136.675671296, A.D. 2026-Apr-06 04:12:58.0000,69.185633,-144428265.0261346,-38940642.36746551,-16897347.31440417,7.565522862138692,-27.95744513897708,-11.01519124053184,2026-04-06T04:11:48.814368
2461136.676365741, A.D. 2026-Apr-06 04:13:58.0000,69.185633,-144427812.0962681,-38942320.17285929,-16898010.71901306,7.532716483053731,-27.96904512551579,-11.09868265394777,2026-04-06T04:12:48.814404
2461136.677060185, A.D. 2026-Apr-06 04:14:58.0000,69.185633,-144427361.0410416,-38943998.56806175,-16898679.18381586,7.503055087034701,-27.97710583977066,-11.18382668655788,2026-04-06T04:13:48.814360
2461136.677754629, A.D. 2026-Apr-06 04:15:58.0000,69.185633,-144426911.6683946,-38945677.33946593,-16899352.80025937,7.476650616679751,-27.98158714014848,-11.27036152727371,2026-04-06T04:14:48.814317
2461136.678449074, A.D. 2026-Apr-06 04:16:58.0000,69.185633,-144426463.7797981,-38947356.27170817,-16900031.6432297,7.453601463704557,-27.98247403712575,-11.3579985084137,2026-04-06T04:15:48.814353
2461136.679143519, A.D. 2026-Apr-06 04:17:58.0000,69.185633,-144426017.1719547,-38949035.14928626,-16900715.77041042,7.433969865168954,-27.97977005425478,-11.44646210106956,2026-04-06T04:16:48.814430
2461136.679837963, A.D. 2026-Apr-06 04:18:58.0000,69.185633,-144425571.6379257,-38950713.75655533,-16901405.22352279,7.417819471338237,-27.97346830004505,-11.53548597411405,2026-04-06T04:17:48.814386
2461136.680532407, A.D. 2026-Apr-06 04:19:58.0000,69.185633,-144425126.9669808,-38952391.87790017,-16902100.027654,7.40521012281841,-27.96358119236823,-11.62478282830948,2026-04-06T04:18:48.814343
2461136.681226852, A.D. 2026-Apr-06 04:20:58.0000,69.185633,-144424682.9452991,-38954069.29923951,-16902800.19045763,7.396183914627354,-27.95014439340536,-11.71406331290285,2026-04-06T04:19:48.814379
2461136.681921296, A.D. 2026-Apr-06 04:21:58.0000,69.185633,-144424239.3569386,-38955745.80875533,-16903505.70240562,7.390771024716079,-27.93319690715419,-11.80304078278802,2026-04-06T04:20:48.814335
2461136.682615741, A.D. 2026-Apr-06 04:22:58.0000,69.185633,-144423795.9845348,-38957421.19751024,-16904216.5365227,7.388986126688699,-27.9127990236984,-11.89142297325879,2026-04-06T04:21:48.814412
2461136.683310185, A.D. 2026-Apr-06 04:23:58.0000,69.185633,-144423352.6104697,-38959095.26067282,-16904932.64862227,7.390824197200223,-27.8890239427686,-11.97892835563759,2026-04-06T04:22:48.814369
2461136.684004629, A.D. 2026-Apr-06 04:24:58.0000,69.185633,-144422909.0178263,-38960767.79802779,-16905653.97796435,7.396270480956393,-27.86195368029703,-12.06528798496606,2026-04-06T04:23:48.814325
2461136.684699074, A.D. 2026-Apr-06 04:25:58.0000,69.185633,-144422464.9905089,-38962438.61473694,-16906380.44796436,7.405309294650801,-27.83168319948457,-12.15024048668296,2026-04-06T04:24:48.814361
2461136.685393518, A.D. 2026-Apr-06 04:26:58.0000,69.185633,-144422020.3138546,-38964107.52164133,-16907111.96617781,7.417907136059814,-27.79830890739208,-12.2335171605376,2026-04-06T04:25:48.814318
2461136.686087963, A.D. 2026-Apr-06 04:27:58.0000,69.185633,-144421574.7757251,-38965774.33577982,-16907848.42413868,7.434016665361982,-27.76194214111637,-12.31485522407573,2026-04-06T04:26:48.814394
2461136.686782408, A.D. 2026-Apr-06 04:28:58.0000,69.185633,-144421128.167122,-38967438.88147908,-16908589.69789648,7.453576077123452,-27.72271204374011,-12.39400303554045,2026-04-06T04:27:48.814431
2461136.687476852, A.D. 2026-Apr-06 04:29:58.0000,69.185633,-144420680.2833824,-38969100.99082482,-16909335.64908052,7.476507695944916,-27.68074748433523,-12.47073204613391,2026-04-06T04:28:48.814387
2461136.688171296, A.D. 2026-Apr-06 04:30:58.0000,69.185633,-144420230.9243242,-38970760.50357851,-16910086.12598246,7.502741020064738,-27.63617632582721,-12.54481950070432,2026-04-06T04:29:48.814344
2461136.688865741, A.D. 2026-Apr-06 04:31:58.0000,69.185633,-144419779.8942362,-38972417.26777719,-16910840.96301858,7.532189637497817,-27.58914929904332,-12.61603154954529,2026-04-06T04:30:48.814380
2461136.689560185, A.D. 2026-Apr-06 04:32:58.0000,69.185633,-144419327.0033928,-38974071.14067251,-16911599.98152878,7.564748249747276,-27.5398169170686,-12.68416795931776,2026-04-06T04:31:48.814377
2461136.69025463, A.D. 2026-Apr-06 04:33:58.0000,69.185633,-144418872.0681536,-38975721.98827448,-16912362.99103897,7.600316718306653,-27.48832514781071,-12.74902641511644,2026-04-06T04:32:48.814413
2461136.690949074, A.D. 2026-Apr-06 04:34:58.0000,69.185633,-144418414.9114794,-38977369.6861849,-16913129.78869344,7.638771816267912,-27.43484907982463,-12.81040685947118,2026-04-06T04:33:48.814369
2461136.691643518, A.D. 2026-Apr-06 04:35:58.0000,69.185633,-144417955.3641523,-38979014.12055007,-16913900.16079473,7.679981933071873,-27.37955810230471,-12.86814497045795,2026-04-06T04:34:48.814326
2461136.692337963, A.D. 2026-Apr-06 04:36:58.0000,69.185633,-144417493.2646337,-38980655.18732139,-16914673.88390173,7.723821187049157,-27.32261710318046,-12.92207376048519,2026-04-06T04:35:48.814362
2461136.693032407, A.D. 2026-Apr-06 04:37:58.0000,69.185633,-144417028.4593698,-38982292.79348999,-16915450.72436314,7.770144657033558,-27.26423108398955,-12.97202912912832,2026-04-06T04:36:48.814359
2461136.693726852, A.D. 2026-Apr-06 04:38:58.0000,69.185633,-144416560.8041398,-38983926.85862464,-16916230.44010999,7.818790512676755,-27.20460081493294,-13.01789698008931,2026-04-06T04:37:48.814395
2461136.694421296, A.D. 2026-Apr-06 04:39:58.0000,69.185633,-144416090.1642486,-38985557.31257068,-16917012.78308114,7.869607431641032,-27.14386892585185,-13.05957869459224,2026-04-06T04:38:48.814352
2461136.695115741, A.D. 2026-Apr-06 04:40:58.0000,69.185633,-144415616.4137288,-38987184.09380872,-16917797.49810033,7.922448189512421,-27.08219975338584,-13.09693686296159,2026-04-06T04:39:48.814388
2461136.695810185, A.D. 2026-Apr-06 04:41:58.0000,69.185633,-144415139.4362605,-38988807.15263897,-16918584.32216061,7.977139582124841,-27.01981438226757,-13.12986194903672,2026-04-06T04:40:48.814344
2461136.69650463, A.D. 2026-Apr-06 04:42:58.0000,69.185633,-144414659.1260864,-38990426.45247108,-16919372.98739957,8.033506751980044,-26.95691838390174,-13.15829532856631,2026-04-06T04:41:48.814421
2461136.697199074, A.D. 2026-Apr-06 04:43:58.0000,69.185633,-144414175.3878308,-38992041.96805067,-16920163.22262825,8.091375751592036,-26.89368990822034,-13.18217914430846,2026-04-06T04:42:48.814377
2461136.697893518, A.D. 2026-Apr-06 04:44:58.0000,69.185633,-144413688.1367976,-38993653.68491153,-16920954.75329116,8.150565712994542,-26.83031257336888,-13.20146440916619,2026-04-06T04:43:48.814334
2461136.698587963, A.D. 2026-Apr-06 04:45:58.0000,69.185633,-144413197.2990485,-38995261.59961642,-16921747.30260222,8.210900836083116,-26.76696795513108,-13.21612409249825,2026-04-06T04:44:48.814370
2461136.699282407, A.D. 2026-Apr-06 04:46:58.0000,69.185633,-144412702.8110618,-38996865.71947875,-16922540.59229385,8.272205909547576,-26.70383498270077,-13.22613322671398,2026-04-06T04:45:48.814327
2461136.699976852, A.D. 2026-Apr-06 04:47:58.0000,69.185633,-144412204.6202957,-38998466.06275573,-16923334.34286692,8.334291351208641,-26.64109904961552,-13.23148139519838,2026-04-06T04:46:48.814403
2461136.700671296, A.D. 2026-Apr-06 04:48:58.0000,69.185633,-144411702.685409,-39000062.65866333,-16924128.27504377,8.396976981389624,-26.5789379268266,-13.23218307091039,2026-04-06T04:47:48.814360
